c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-56F072D0,171,23,Amawbia,Anambra,Emmanuel Akinwale,2021-04-19,Verified
C-OF-O-60179803,34,40,Victoria Island,Lagos,Emmanuel Balogun,2020-07-08,Verified
C-OF-O-87BA86B2,19,36,Victoria Island,Lagos,Benjamin Adetokunbo,2019-01-03,Verified
C-OF-O-C430DD0B,50,11,Ikeja GRA,Lagos,Faith Nnamani,2016-03-13,Verified
C-OF-O-3A873596,112,40,Ikeja GRA,Lagos,Comfort Adetokunbo,2014-07-16,Verified
C-OF-O-D8742CB1,167,14,Nnewi,Anambra,Gabriel Olawale,2020-07-21,Verified
C-OF-O-4D033324,19,20,Surulere,Lagos,Nathaniel Nnamani,2022-08-22,Verified
C-OF-O-9F1DCE93,65,23,Onitsha GRA,Anambra,Grace Okonkwo,2020-12-31,Verified
C-OF-O-D79AC054,71,18,Trans-Ekulu,Enugu,Ruth Abiola,2020-03-20,Verified
C-OF-O-9D7E6A49,154,21,Uwani,Enugu,James Akinwale,2013-09-27,Verified
C-OF-O-42A528AC,171,5,Nnewi,Anambra,Emmanuel Ibrahim,2013-09-23,Verified
C-OF-O-81E3A0C3,52,19,Victoria Island,Lagos,Victoria Nnamani,2011-11-12,Verified
C-OF-O-8B580BCF,163,25,Victoria Island,Lagos,Juliet Uche,2014-06-12,Verified
C-OF-O-E998C3BC,198,21,Trans-Ekulu,Enugu,Mark Ogunleye,2021-05-22,Verified
C-OF-O-881EF63C,45,23,Victoria Island,Lagos,Emmanuel Okonkwo,2015-06-16,Verified
C-OF-O-B025E151,100,35,New Haven,Enugu,Victoria Chukwu,2017-06-05,Verified
C-OF-O-A3A04C31,44,47,Trans-Ekulu,Enugu,Ruth Ojo,2016-03-31,Verified
C-OF-O-EE0EE0B8,27,47,Trans-Ekulu,Enugu,Comfort Adeyemi,2013-03-18,Verified
C-OF-O-7998C706,153,46,Onitsha GRA,Anambra,Gabriel Eze,2011-10-21,Verified
C-OF-O-D8C46B96,121,42,Trans-Ekulu,Enugu,Patience Okonkwo,2015-09-13,Verified
C-OF-O-386B7EB4,103,16,GRA,Enugu,Joy Adeyemi,2013-04-12,Verified
C-OF-O-9957FF79,133,6,Uwani,Enugu,Gloria Okonkwo,2019-11-06,Verified
C-OF-O-FDEE2C29,6,10,New Haven,Enugu,Samuel Nnamani,2019-01-10,Verified
C-OF-O-B2C4C442,13,3,Enugu-Ukwu,Anambra,Angela Olawale,2018-03-22,Verified
C-OF-O-5A57F05F,124,13,Ikoyi,Lagos,Philip Oshodi,2018-03-21,Verified
C-OF-O-BDF69F07,184,38,Amawbia,Anambra,Philip Ekwueme,2024-01-17,Verified
C-OF-O-20BA705B,21,43,Ikeja GRA,Lagos,Gloria Eze,2015-07-16,Verified
C-OF-O-E1069518,33,48,Trans-Ekulu,Enugu,Andrew Abiola,2016-05-15,Verified
C-OF-O-199F2271,15,5,Uwani,Enugu,Sarah Okafor,2021-12-22,Verified
C-OF-O-8D3A2655,86,18,GRA,Enugu,Benjamin Ogunleye,2021-02-04,Verified
C-OF-O-9D3403EE,162,2,Victoria Island,Lagos,Mary Eze,2010-12-10,Verified
C-OF-O-B42E8C50,42,11,Surulere,Lagos,Samuel Okafor,2017-06-14,Verified
C-OF-O-DEF3A0F1,121,32,Surulere,Lagos,Sarah Adetokunbo,2011-10-01,Verified
C-OF-O-B76F9083,70,39,Victoria Island,Lagos,Hope Obasanjo,2019-07-26,Verified
C-OF-O-179B250C,198,45,Ikoyi,Lagos,Philip Eze,2013-03-11,Verified
C-OF-O-11B40D89,2,38,Enugu-Ukwu,Anambra,Angela Balogun,2023-01-29,Verified
C-OF-O-87819650,163,21,Enugu-Ukwu,Anambra,Patience Abiola,2014-04-18,Verified
C-OF-O-C14596EC,110,23,Onitsha GRA,Anambra,Philip Akinwale,2023-08-22,Verified
C-OF-O-CED38641,127,30,Uwani,Enugu,Comfort Ojo,2021-09-19,Verified
C-OF-O-36A195B5,3,34,Uwani,Enugu,Ruth Nnamani,2011-06-15,Verified
C-OF-O-F7979F33,25,2,Onitsha GRA,Anambra,Daniel Nnamani,2016-04-21,Under Dispute
C-OF-O-1D16E4A3,79,45,Surulere,Lagos,Joshua Nnamani,2013-07-28,Verified
C-OF-O-15F12708,143,12,GRA,Enugu,Hope Eze,2020-10-23,Verified
C-OF-O-5A9A6746,52,46,Amawbia,Anambra,Juliet Ojo,2021-06-01,Verified
C-OF-O-1ED50394,62,37,New Haven,Enugu,Simon Akinwale,2024-07-25,Verified
C-OF-O-FD862B70,30,6,Surulere,Lagos,Michael Obi,2017-04-16,Verified
C-OF-O-0F7F5CC2,121,16,Surulere,Lagos,Philip Adeyemi,2020-11-27,Verified
C-OF-O-511C9566,104,34,Nnewi,Anambra,Philip Eze,2020-02-13,Verified
C-OF-O-034CAEA3,154,17,Ikoyi,Lagos,Emmanuel Ojo,2011-03-28,Verified
C-OF-O-5A6BB39A,134,17,Amawbia,Anambra,Faith Ogunleye,2016-01-08,Verified
C-OF-O-1B48250B,85,12,Onitsha GRA,Anambra,Simon Olawale,2014-11-27,Verified
C-OF-O-80C1F781,24,49,GRA,Enugu,Mary Eze,2022-01-02,Verified
C-OF-O-696C11B6,40,37,GRA,Enugu,Paul Olawale,2016-07-07,Verified
C-OF-O-333AB95A,83,34,Victoria Island,Lagos,Daniel Okafor,2013-07-18,Verified
C-OF-O-B0C612B1,21,48,GRA,Enugu,James Nnamani,2012-10-01,Verified
C-OF-O-5AC84E68,106,10,Amawbia,Anambra,Grace Oyekan,2022-12-29,Verified
C-OF-O-EBD61001,147,50,Nnewi,Anambra,Samuel Chukwu,2019-04-18,Verified
C-OF-O-71DBBB92,173,4,GRA,Enugu,Grace Olawale,2017-10-17,Verified
C-OF-O-C40D0CF4,158,24,Amawbia,Anambra,Nathaniel Ogunleye,2024-01-10,Verified
C-OF-O-ABC83678,114,27,Ikoyi,Lagos,Deborah Balogun,2019-03-03,Verified
C-OF-O-1EEE2EF4,87,47,Onitsha GRA,Anambra,David Uche,2011-11-19,Verified
C-OF-O-19B037D6,28,20,Onitsha GRA,Anambra,Elizabeth Oshodi,2024-05-17,Verified
C-OF-O-123250F9,27,22,Onitsha GRA,Anambra,Emmanuel Abiola,2021-03-22,Verified
C-OF-O-04CA7FE1,17,18,Ikoyi,Lagos,Michael Ojo,2020-05-13,Verified
C-OF-O-F112F054,128,18,Victoria Island,Lagos,Stephen Oyekan,2020-12-02,Verified
C-OF-O-FE9FE436,143,3,GRA,Enugu,Elizabeth Chukwu,2011-11-28,Verified
C-OF-O-1FB7DC68,168,16,Enugu-Ukwu,Anambra,Joseph Okafor,2024-01-20,Verified
C-OF-O-8EC0EDA0,193,43,Victoria Island,Lagos,James Ibrahim,2022-08-27,Verified
C-OF-O-419611A4,103,18,Ikeja GRA,Lagos,Gloria Uche,2018-10-05,Verified
C-OF-O-EF279408,124,24,New Haven,Enugu,Deborah Chukwu,2015-06-09,Verified
C-OF-O-A261482D,16,16,Nnewi,Anambra,Stephen Adetokunbo,2015-08-29,Verified
C-OF-O-C98FE5AE,54,17,Enugu-Ukwu,Anambra,Michael Okonkwo,2014-05-06,Under Dispute
C-OF-O-EF77E4CD,84,41,Trans-Ekulu,Enugu,Blessing Obi,2024-02-03,Verified
C-OF-O-CEA4BFB6,166,1,Nnewi,Anambra,James Obi,2020-07-27,Verified
C-OF-O-34A9ECD9,107,32,Onitsha GRA,Anambra,Charity Ogunleye,2020-05-19,Verified
C-OF-O-696B3635,70,18,Enugu-Ukwu,Anambra,Philip Eze,2024-04-30,Verified
C-OF-O-77467148,155,8,Amawbia,Anambra,Blessing Ekwueme,2018-03-23,Verified
C-OF-O-6602F118,101,41,Enugu-Ukwu,Anambra,Ruth Adeyemi,2014-02-20,Verified
C-OF-O-9FE35C44,64,7,Trans-Ekulu,Enugu,Charity Adetokunbo,2020-06-10,Verified
C-OF-O-AD824F2B,168,11,Ikeja GRA,Lagos,Juliet Ogunleye,2016-03-06,Verified
C-OF-O-619FCBA1,175,8,Amawbia,Anambra,Victoria Ekwueme,2014-08-20,Verified
C-OF-O-55F93345,64,17,New Haven,Enugu,Juliet Okafor,2021-11-06,Verified
C-OF-O-9EE3F130,169,32,GRA,Enugu,Paul Abiola,2020-03-03,Verified
C-OF-O-0F0F6820,9,41,Ikoyi,Lagos,Mark Uche,2022-07-19,Verified
C-OF-O-E0157EF9,90,7,Uwani,Enugu,Angela Balogun,2024-02-23,Verified
C-OF-O-B7B0AEAA,151,34,Amawbia,Anambra,David Obi,2020-08-08,Verified
C-OF-O-BCE00143,67,30,Amawbia,Anambra,Andrew Chukwu,2012-04-05,Verified
C-OF-O-AADF5336,44,15,Ikeja GRA,Lagos,Stephen Akinwale,2014-05-04,Verified
C-OF-O-038E5A23,61,23,Enugu-Ukwu,Anambra,Patience Balogun,2011-04-06,Verified
C-OF-O-3CD84F17,183,33,Onitsha GRA,Anambra,Patience Uche,2016-10-05,Verified
C-OF-O-3A58951B,98,18,Enugu-Ukwu,Anambra,Paul Eze,2016-07-11,Verified
C-OF-O-A12A7E83,61,26,Enugu-Ukwu,Anambra,Peace Abiola,2012-05-26,Verified
C-OF-O-0571A286,3,2,New Haven,Enugu,Juliet Oshodi,2017-06-20,Verified
C-OF-O-5112B5A9,112,42,Onitsha GRA,Anambra,Emmanuel Uche,2018-10-25,Verified
C-OF-O-EA1B21AE,14,31,New Haven,Enugu,Esther Eze,2024-08-19,Verified
C-OF-O-05023290,8,49,Surulere,Lagos,Joseph Abiola,2020-07-16,Verified
C-OF-O-EC200A03,49,31,Nnewi,Anambra,Comfort Ekwueme,2021-02-23,Verified
C-OF-O-A1F32596,129,10,Amawbia,Anambra,James Nnamani,2023-04-13,Verified
C-OF-O-637F43CF,113,37,Enugu-Ukwu,Anambra,Juliet Oshodi,2023-03-22,Verified
C-OF-O-CAE4B24B,108,36,Nnewi,Anambra,Nathaniel Chukwu,2022-12-23,Verified
C-OF-O-496D12CC,16,19,Nnewi,Anambra,Gabriel Ekwueme,2017-10-16,Verified
C-OF-O-FAAE64B0,59,36,Ikeja GRA,Lagos,John Akinwale,2010-11-03,Verified
C-OF-O-F0495A3C,139,3,Nnewi,Anambra,Grace Olawale,2010-11-01,Verified
C-OF-O-47493005,142,16,Trans-Ekulu,Enugu,Andrew Olawale,2022-01-05,Verified
C-OF-O-D074DCC4,95,24,Onitsha GRA,Anambra,Elizabeth Okonkwo,2018-01-14,Verified
C-OF-O-B87683BD,27,8,Ikeja GRA,Lagos,Esther Adeyemi,2017-04-02,Verified
C-OF-O-05B53113,121,29,Surulere,Lagos,Benjamin Chukwu,2024-07-15,Verified
C-OF-O-0585D38F,192,40,Victoria Island,Lagos,Daniel Uche,2014-05-28,Verified
C-OF-O-47205AC4,68,34,Victoria Island,Lagos,Andrew Oyekan,2011-07-19,Verified
C-OF-O-05EAD5DB,64,24,GRA,Enugu,Hope Abiola,2011-02-16,Verified
C-OF-O-8210D12E,124,4,GRA,Enugu,Faith Obi,2020-06-17,Verified
C-OF-O-810857E8,62,25,Ikoyi,Lagos,John Akinwale,2021-09-11,Verified
C-OF-O-65A84009,18,22,Surulere,Lagos,Mark Ibrahim,2018-09-03,Verified
C-OF-O-9A7E6986,79,22,Victoria Island,Lagos,Stephen Abiola,2017-03-19,Verified
C-OF-O-B46DCCDB,131,18,Amawbia,Anambra,David Ogunleye,2012-04-15,Pledged as Collateral
C-OF-O-CF966966,65,33,Trans-Ekulu,Enugu,Deborah Akinwale,2020-03-01,Verified
C-OF-O-12AF4414,36,4,GRA,Enugu,Simon Obasanjo,2013-05-21,Verified
C-OF-O-09F6A79B,76,23,Surulere,Lagos,Andrew Okafor,2015-09-15,Verified
C-OF-O-49389B8A,148,27,Uwani,Enugu,Daniel Oshodi,2017-03-02,Verified
C-OF-O-E458BCE6,168,21,Amawbia,Anambra,Patience Oyekan,2014-09-23,Under Dispute
C-OF-O-5388936C,198,25,GRA,Enugu,Esther Akinwale,2016-01-24,Verified
C-OF-O-05518972,34,19,New Haven,Enugu,Emmanuel Uche,2020-03-16,Verified
C-OF-O-8E3D991E,149,29,Trans-Ekulu,Enugu,James Akinwale,2023-10-27,Verified
C-OF-O-D4BC1863,45,1,Onitsha GRA,Anambra,James Nnamani,2014-01-13,Verified
C-OF-O-8A7332BF,71,16,Enugu-Ukwu,Anambra,Sarah Adetokunbo,2015-02-26,Verified
C-OF-O-58E38927,55,28,GRA,Enugu,Ruth Uche,2024-06-10,Verified
C-OF-O-319D8D82,40,49,Nnewi,Anambra,Cornelius Oyekan,2013-10-21,Verified
C-OF-O-1BA8B6DB,88,30,Uwani,Enugu,Grace Balogun,2021-09-04,Verified
C-OF-O-33D2C433,199,11,Trans-Ekulu,Enugu,Benjamin Obasanjo,2011-01-08,Verified
C-OF-O-AD301A97,152,44,Ikoyi,Lagos,Mary Ojo,2016-06-22,Verified
C-OF-O-46619FDE,184,20,Ikoyi,Lagos,Benjamin Akinwale,2014-07-14,Verified
C-OF-O-F37D5387,31,15,Enugu-Ukwu,Anambra,Joshua Okonkwo,2019-11-28,Verified
C-OF-O-D76A468B,179,44,Enugu-Ukwu,Anambra,Stephen Nnamani,2022-05-14,Verified
C-OF-O-29FED1DE,136,48,Uwani,Enugu,Victoria Eze,2024-03-24,Verified
C-OF-O-B6CA51FD,111,46,Uwani,Enugu,Cornelius Nnamani,2016-06-13,Verified
C-OF-O-D630FF7D,45,47,Surulere,Lagos,Charity Nnamani,2015-09-21,Verified
C-OF-O-1FA7DE85,63,29,Onitsha GRA,Anambra,Gloria Adetokunbo,2016-10-04,Verified
C-OF-O-903EEEFB,137,32,Enugu-Ukwu,Anambra,Comfort Ogunleye,2013-12-30,Verified
C-OF-O-2253BE05,66,22,Onitsha GRA,Anambra,Mary Ekwueme,2023-05-24,Verified
C-OF-O-5684D164,140,28,Ikoyi,Lagos,Mark Oyekan,2019-06-14,Verified
C-OF-O-564695D7,133,33,Ikoyi,Lagos,John Okafor,2020-12-10,Verified
C-OF-O-0E21847B,20,17,Amawbia,Anambra,Benjamin Adeyemi,2011-11-20,Verified
C-OF-O-811E6D27,58,28,New Haven,Enugu,Joseph Uche,2021-04-27,Verified
C-OF-O-9BF500FE,69,46,Onitsha GRA,Anambra,Angela Nnamani,2015-11-08,Verified
C-OF-O-89B4C9F0,43,46,Trans-Ekulu,Enugu,Mark Chukwu,2020-11-22,Verified
C-OF-O-89D3A270,163,21,Victoria Island,Lagos,Daniel Ogunleye,2015-10-13,Verified
C-OF-O-EBAFD008,14,1,New Haven,Enugu,Samuel Obi,2023-03-13,Verified
C-OF-O-9F124FA5,170,48,Enugu-Ukwu,Anambra,Angela Ojo,2017-12-11,Verified
C-OF-O-73BAEFD5,192,25,Nnewi,Anambra,Joseph Olawale,2019-10-08,Verified
C-OF-O-04E12297,159,38,Onitsha GRA,Anambra,Patience Nnamani,2020-01-05,Verified
C-OF-O-0E87F110,164,30,New Haven,Enugu,Comfort Oshodi,2015-03-15,Verified
C-OF-O-31214449,142,18,Enugu-Ukwu,Anambra,John Eze,2015-05-15,Verified
C-OF-O-ECC4508A,149,42,Ikoyi,Lagos,Simon Chukwu,2020-08-03,Verified
C-OF-O-0E18B4B8,13,39,Onitsha GRA,Anambra,Blessing Abiola,2023-08-08,Verified
C-OF-O-5010FC68,141,20,Ikeja GRA,Lagos,David Ogunleye,2018-03-18,Verified
C-OF-O-3906702A,79,18,Ikeja GRA,Lagos,Joshua Olawale,2014-10-09,Verified
C-OF-O-8D96477F,127,50,Uwani,Enugu,Faith Okafor,2018-05-22,Under Dispute
C-OF-O-3E76AD45,27,26,Victoria Island,Lagos,Peter Balogun,2022-06-14,Verified
C-OF-O-0EB9A6EE,70,14,Surulere,Lagos,Peter Ojo,2023-06-05,Verified
C-OF-O-AF616CF7,50,22,Nnewi,Anambra,Peter Nnamani,2020-10-07,Verified
C-OF-O-5B0952B1,119,21,Amawbia,Anambra,Juliet Nnamani,2013-09-29,Verified
C-OF-O-9EFD5C38,115,26,Nnewi,Anambra,Gabriel Adetokunbo,2023-11-09,Verified
C-OF-O-F77C1DF0,20,48,Ikeja GRA,Lagos,Cornelius Ojo,2019-11-24,Verified
C-OF-O-B28FC302,71,24,Trans-Ekulu,Enugu,Grace Oyekan,2019-04-24,Verified
C-OF-O-4BFC8CDD,198,17,Nnewi,Anambra,Daniel Eze,2019-07-04,Verified
C-OF-O-F96A72F2,55,44,New Haven,Enugu,Angela Nnamani,2016-02-02,Verified
C-OF-O-1AFAC96B,44,22,New Haven,Enugu,Ruth Ogunleye,2013-01-12,Verified
C-OF-O-60C6767D,95,46,Enugu-Ukwu,Anambra,Mary Oshodi,2024-05-28,Verified
C-OF-O-B7390534,156,47,Victoria Island,Lagos,Peace Ekwueme,2019-05-16,Verified
C-OF-O-DEACF5A0,15,1,GRA,Enugu,Simon Ogunleye,2022-04-11,Verified
C-OF-O-6F83D2EA,57,19,Amawbia,Anambra,Hope Chukwu,2024-08-22,Verified
C-OF-O-8AF74E5C,33,30,Enugu-Ukwu,Anambra,David Oshodi,2022-11-18,Verified
C-OF-O-08A1FADA,50,33,GRA,Enugu,James Okonkwo,2019-05-17,Verified
C-OF-O-C16819FC,189,5,Onitsha GRA,Anambra,Peter Ogunleye,2019-05-30,Verified
C-OF-O-B64B2892,134,30,Victoria Island,Lagos,Peace Adeyemi,2015-06-05,Verified
C-OF-O-0AF77B9A,180,4,GRA,Enugu,Paul Obi,2024-04-30,Verified
C-OF-O-33A60CFD,134,37,Nnewi,Anambra,David Ogunleye,2014-04-17,Verified
C-OF-O-987E0549,59,43,Surulere,Lagos,Simon Okonkwo,2024-07-22,Verified
C-OF-O-29F82E99,73,28,Victoria Island,Lagos,Michael Adeyemi,2013-04-19,Verified
C-OF-O-076456C7,53,16,Ikeja GRA,Lagos,Patience Ogunleye,2016-03-10,Verified
C-OF-O-5B6F4D04,117,18,Ikoyi,Lagos,Faith Akinwale,2024-06-19,Verified
C-OF-O-98D40E70,183,16,Amawbia,Anambra,Nathaniel Okonkwo,2018-09-09,Verified
C-OF-O-0B965D1E,62,10,Nnewi,Anambra,Elizabeth Obi,2015-12-17,Verified
C-OF-O-296C9849,130,25,New Haven,Enugu,Gloria Oyekan,2017-02-14,Verified
C-OF-O-CAF60825,59,26,Amawbia,Anambra,Faith Obasanjo,2021-12-11,Verified
C-OF-O-3C12CC54,46,28,Onitsha GRA,Anambra,Faith Olawale,2019-07-27,Verified
C-OF-O-4E9D1E2E,100,19,Nnewi,Anambra,Joy Ekwueme,2024-02-25,Verified
C-OF-O-96D16FD4,102,26,Uwani,Enugu,Angela Oshodi,2019-01-31,Verified
C-OF-O-1936591F,23,31,Nnewi,Anambra,Victoria Eze,2012-08-10,Verified
C-OF-O-5F69C98C,168,37,Surulere,Lagos,Blessing Nnamani,2018-08-10,Verified
C-OF-O-A24FAD7D,73,36,New Haven,Enugu,Agnes Adeyemi,2018-08-12,Verified
C-OF-O-DF00466F,74,19,GRA,Enugu,Nathaniel Obasanjo,2011-08-06,Verified
C-OF-O-2F3FD9E3,196,45,Enugu-Ukwu,Anambra,Benjamin Chukwu,2018-05-19,Verified
C-OF-O-78F9D220,57,35,Enugu-Ukwu,Anambra,Stephen Obi,2016-07-01,Verified
C-OF-O-70E82036,10,42,Ikoyi,Lagos,John Adetokunbo,2013-01-08,Verified
C-OF-O-883C3D68,99,24,Trans-Ekulu,Enugu,Peace Ojo,2012-03-08,Verified
C-OF-O-8A4A223B,56,50,Enugu-Ukwu,Anambra,Joshua Ogunleye,2020-02-07,Verified
C-OF-O-C3C9C314,178,22,Amawbia,Anambra,Andrew Balogun,2018-03-26,Verified
C-OF-O-8D990C6F,184,1,Victoria Island,Lagos,Samuel Ibrahim,2011-09-28,Verified
C-OF-O-B52E336E,161,49,Ikoyi,Lagos,Juliet Olawale,2024-05-18,Verified
C-OF-O-C4FF19E7,75,26,Trans-Ekulu,Enugu,Grace Nnamani,2014-10-08,Verified
C-OF-O-FD2E9BDA,95,14,Enugu-Ukwu,Anambra,Emmanuel Uche,2024-10-02,Verified
C-OF-O-A6536311,128,43,Uwani,Enugu,David Ibrahim,2021-12-01,Verified
C-OF-O-AB729ACE,141,28,Victoria Island,Lagos,Patience Uche,2019-12-08,Verified
C-OF-O-8657C967,37,32,Trans-Ekulu,Enugu,James Adetokunbo,2012-06-11,Verified
C-OF-O-8DFB0F51,186,37,Surulere,Lagos,Elizabeth Eze,2012-03-16,Verified
C-OF-O-CD9A1827,31,38,New Haven,Enugu,Emmanuel Ibrahim,2024-08-13,Verified
C-OF-O-087104E0,117,38,GRA,Enugu,Simon Obasanjo,2012-11-22,Verified
C-OF-O-B89002ED,43,5,Amawbia,Anambra,Comfort Ekwueme,2023-08-22,Verified
C-OF-O-1DA8C07D,142,4,Victoria Island,Lagos,Joshua Ogunleye,2022-09-30,Verified
C-OF-O-47E859D1,55,24,GRA,Enugu,Grace Uche,2018-02-21,Verified
C-OF-O-0CFAFBF1,19,40,Nnewi,Anambra,Juliet Okafor,2014-01-14,Verified
C-OF-O-5A4E4DFC,182,33,Ikoyi,Lagos,Elizabeth Eze,2013-10-12,Verified
C-OF-O-7BDD3D9D,53,41,Victoria Island,Lagos,Deborah Ibrahim,2019-05-28,Verified
C-OF-O-78B3BD3C,175,11,Surulere,Lagos,Comfort Oyekan,2023-08-19,Verified
C-OF-O-7433C5CD,36,50,Ikeja GRA,Lagos,Emmanuel Chukwu,2018-10-03,Verified
C-OF-O-F3B850B0,46,33,Trans-Ekulu,Enugu,Philip Uche,2021-12-28,Verified
C-OF-O-56119A1F,197,32,Onitsha GRA,Anambra,Ruth Okafor,2016-12-06,Verified
C-OF-O-CC30F675,147,16,Victoria Island,Lagos,Joy Oshodi,2019-04-29,Verified
C-OF-O-1B88C986,90,23,Ikoyi,Lagos,Hope Okonkwo,2013-05-30,Verified
C-OF-O-09B69971,115,28,Trans-Ekulu,Enugu,Samuel Nnamani,2011-12-22,Verified
C-OF-O-7F30754F,119,20,Trans-Ekulu,Enugu,Mark Ojo,2012-09-11,Verified
C-OF-O-118E3CE2,140,47,Onitsha GRA,Anambra,Michael Uche,2012-02-27,Verified
C-OF-O-4CD0F410,149,17,Ikoyi,Lagos,Nathaniel Akinwale,2019-06-24,Verified
C-OF-O-0975398D,155,49,GRA,Enugu,Faith Ibrahim,2018-01-12,Verified
C-OF-O-FD0B6173,14,1,Ikoyi,Lagos,Faith Ojo,2015-03-12,Verified
C-OF-O-8CFA62C9,10,42,Surulere,Lagos,Andrew Oyekan,2011-04-12,Verified
C-OF-O-EE221833,27,42,GRA,Enugu,Gabriel Chukwu,2022-11-19,Verified
C-OF-O-EEC8BAF1,106,50,Nnewi,Anambra,Emmanuel Adeyemi,2021-08-15,Verified
C-OF-O-D3F0F4F1,14,17,Uwani,Enugu,Juliet Adetokunbo,2018-01-15,Verified
C-OF-O-ED31AD90,40,5,Nnewi,Anambra,Samuel Ogunleye,2013-12-28,Verified
C-OF-O-988E8F01,122,17,Surulere,Lagos,Gloria Ojo,2020-02-15,Verified
C-OF-O-CB29FBDA,86,23,Surulere,Lagos,Benjamin Abiola,2011-12-09,Verified
C-OF-O-008087A5,84,37,Trans-Ekulu,Enugu,Nathaniel Ogunleye,2024-05-19,Verified
C-OF-O-CEDB8EA0,159,20,Uwani,Enugu,Stephen Chukwu,2011-12-16,Verified
C-OF-O-CA777066,12,14,GRA,Enugu,Gabriel Chukwu,2017-08-27,Verified
C-OF-O-4B44B8C5,182,24,Nnewi,Anambra,Paul Okonkwo,2021-02-14,Verified
C-OF-O-DCC7EBF5,8,7,Uwani,Enugu,Benjamin Oshodi,2013-10-10,Verified
C-OF-O-BBA46946,28,25,Ikoyi,Lagos,Daniel Okonkwo,2014-03-02,Verified
C-OF-O-D9A1FFF9,155,12,Enugu-Ukwu,Anambra,Agnes Adetokunbo,2015-10-03,Verified
C-OF-O-4D7378C1,57,26,Victoria Island,Lagos,Mary Balogun,2014-07-15,Verified
C-OF-O-640AE68D,62,31,Ikeja GRA,Lagos,Cornelius Chukwu,2018-07-29,Verified
C-OF-O-5582FA3A,114,8,Enugu-Ukwu,Anambra,Philip Akinwale,2010-12-19,Verified
C-OF-O-B3E3EDD2,162,31,Uwani,Enugu,Andrew Chukwu,2014-07-17,Verified
C-OF-O-5C740E71,71,32,GRA,Enugu,Patience Balogun,2017-02-20,Verified
C-OF-O-6466EE8D,108,22,Surulere,Lagos,Simon Oyekan,2023-09-16,Verified
C-OF-O-BF039C06,146,12,Enugu-Ukwu,Anambra,Mark Eze,2024-07-04,Verified
C-OF-O-07A9EAF2,172,15,Onitsha GRA,Anambra,Stephen Adetokunbo,2015-05-30,Revoked
C-OF-O-92DAE0A1,66,15,Ikeja GRA,Lagos,Blessing Okafor,2012-02-08,Verified
C-OF-O-E6E45595,21,16,GRA,Enugu,Simon Ogunleye,2023-02-27,Verified
C-OF-O-6F511AAB,109,25,Trans-Ekulu,Enugu,Andrew Abiola,2019-02-05,Verified
C-OF-O-B6D71F4A,16,1,Surulere,Lagos,Paul Chukwu,2014-11-05,Pledged as Collateral
C-OF-O-0A04A9C6,15,32,Victoria Island,Lagos,Hope Obasanjo,2019-03-27,Verified
C-OF-O-8BA71324,180,44,Ikeja GRA,Lagos,Nathaniel Ekwueme,2012-01-29,Verified
C-OF-O-97EF9944,159,46,GRA,Enugu,Cornelius Ibrahim,2011-09-07,Verified
C-OF-O-41CF8D53,95,34,Ikeja GRA,Lagos,Esther Abiola,2014-12-14,Verified
C-OF-O-42C84E75,85,20,Enugu-Ukwu,Anambra,Gloria Balogun,2010-11-25,Verified
C-OF-O-1D455F23,138,16,Ikoyi,Lagos,Blessing Abiola,2024-03-14,Verified
C-OF-O-419F48A4,65,13,Amawbia,Anambra,Joy Uche,2023-11-06,Verified
C-OF-O-FBBA9A3D,80,32,Uwani,Enugu,Joy Akinwale,2014-07-21,Revoked
C-OF-O-B1F9A8CB,50,12,Amawbia,Anambra,Hope Adeyemi,2020-06-12,Verified
C-OF-O-1FA5AEA5,108,48,Ikeja GRA,Lagos,David Obasanjo,2016-08-28,Verified
C-OF-O-3679A379,116,29,Ikeja GRA,Lagos,Stephen Chukwu,2013-05-25,Verified
C-OF-O-2F42A1A3,21,13,Victoria Island,Lagos,Patience Ojo,2014-12-13,Verified
C-OF-O-493DF4CA,167,6,Surulere,Lagos,Nathaniel Chukwu,2024-06-29,Verified
C-OF-O-037EB0F1,30,34,Nnewi,Anambra,Andrew Nnamani,2016-09-17,Verified
C-OF-O-CF921EAD,8,4,Ikeja GRA,Lagos,Juliet Abiola,2017-07-04,Verified
C-OF-O-A12655E1,200,45,Onitsha GRA,Anambra,Gloria Nnamani,2020-11-28,Verified
C-OF-O-60B25F05,177,40,Trans-Ekulu,Enugu,Cornelius Chukwu,2011-11-20,Verified
C-OF-O-A3C8594F,28,17,Victoria Island,Lagos,Stephen Okafor,2015-10-20,Verified
C-OF-O-2D4A0760,99,26,New Haven,Enugu,Samuel Eze,2013-12-22,Verified
C-OF-O-B9ACD05D,66,23,Enugu-Ukwu,Anambra,Angela Ekwueme,2015-07-22,Verified
C-OF-O-5613FB4A,84,32,Ikeja GRA,Lagos,Joy Chukwu,2020-08-27,Verified
C-OF-O-B252BE43,173,33,Ikeja GRA,Lagos,Agnes Oshodi,2023-11-25,Verified
C-OF-O-4EF03EA4,93,48,Victoria Island,Lagos,James Ibrahim,2011-12-14,Verified
C-OF-O-02E7478D,77,11,Victoria Island,Lagos,Peter Obi,2024-02-26,Verified
C-OF-O-62FE3C63,97,24,Ikoyi,Lagos,Victoria Ibrahim,2016-06-27,Verified
